date,Post,media,datetime,desc,link,img
11 hours ago,Terry Francona returns to managing Cleveland Guardians following bout with COVID-19,,2022-05-18 11:54:08.061993,bookmark_border,news.google.com/./articles/CBMifGh0dHBzOi8vd3d3LmVzcG4uY29tL21sYi9zdG9yeS9fL2lkLzMzOTM5NjIyL3RlcnJ5LWZyYW5jb25hLXJldHVybnMtbWFuYWdpbmctY2xldmVsYW5kLWd1YXJkaWFucy1mb2xsb3dpbmctY292aWQtMTktb3V0YnJlYWvSAYkBaHR0cHM6Ly93d3cuZXNwbi5jb20vbWxiL3N0b3J5L18vaWQvMzM5Mzk2MjIvdGVycnktZnJhbmNvbmEtcmV0dXJucy1tYW5hZ2luZy1jbGV2ZWxhbmQtZ3VhcmRpYW5zLWZvbGxvd2luZy1jb3ZpZC0xOS1vdXRicmVhaz9wbGF0Zm9ybT1hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/uMehvPsWJV6kJsyTpTqjB60i3uGHOlFgn8axkodfz08AW-DJn85qiDBrJjOfAMdefW_gwlCwpc1T_rhCX0od54l5da-pEPgeQVBSgB-EN6ZAr0sdoLVg1miH=s0-w100-h100-dcCQCazRXqBiED
5 hours ago,COVID in California: Hospitalizations and deaths set to rise in nearly every state,,2022-05-18 17:54:08.062993,bookmark_border,news.google.com/./articles/CAIiEJ1afbyJVxB6MbLTu_wndvkqGQgEKhAIACoHCAowk-T4CjDyst8CMPiZsgU?uo=CAUiY2h0dHBzOi8vd3d3LnNmY2hyb25pY2xlLmNvbS9oZWFsdGgvYXJ0aWNsZS9DT1ZJRC1pbi1DYWxpZm9ybmlhLUxhdGVzdC1uZXdzLWFzLUJheS1BcmVhLTE3MTgwMjYzLnBocNIBAA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/zMq5BbN9NA-64w3FiRD-MbRtDbT8vExQzsTJRKOjc9lqfXrwx461SkpAKYBlHaTy04aFuKORMHxlv-o8PWW7cpaFaFKBTTV_ULMzrLr74ZBUij2RlRt5Pps=s0-w100-h100-dcJVCIzaEH
9 hours ago,"Over 75 Percent of Long Covid Patients Were Not Hospitalized for Initial Illness, Study Finds",,2022-05-18 13:54:08.062993,bookmark_border,news.google.com/./articles/CAIiEKAA3VMcX91q45Obik-xvPwqFwgEKg8IACoHCAowjuuKAzCWrzww9oAY?uo=CAUiSWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDUvMTgvaGVhbHRoL2xvbmctY292aWQtaG9zcGl0YWxpemF0aW9uLmh0bWzSAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/loe3pMbhfiXjs6uKsp7ptugBlFag8a9bPelMMovldJSH-JwHIYWK1Bn9aVqF2zbB6uiZEk901wcx0ZCg_rx-oW3jCvIVYrnP8-otfOlNX6ccvY-4QVAxKlZY9EXqWd6smPakEPYBCfgsvx2gdMKwkbgb7HGtfXJ0qYNOPo8OTMjzS5XjRJFkvE2eRq6dwWQodiOu=s0-w100-h100-dcDQiGho4K
7 hours ago,Opinion | The Covid Pandemic Still Isn’t Over. So What Now?,,2022-05-18 15:54:08.062993,Opinion,news.google.com/./articles/CAIiEM305cclGBZJY9zZ6zuh3eYqFwgEKg8IACoHCAowjuuKAzCWrzwwt4QY?uo=CAUiRmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDUvMTgvb3Bpbmlvbi9jb3ZpZC1vbWljcm9uLXBhbmRlbWljLmh0bWzSAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/NLeOOTCJ9-3J_hN4587dQPdLi6uT52nGWZlMsh6yPxCLCjUGChkGhXsgikVFofrMqddmT4zgC_crQQCICI04Q8N_zjqjTWLB4M4ZQLUv6e6dwBWBTJG0tB9MXIw1KVIb-VqzxybyF18Z721bRUeG0xTThO6jXlEJ8MJAG7g30RkA5cvYwvJJxd_RIfMZHyFIgw=s0-w100-h100-dcJQSEjZUF
14 hours ago,WHO is ‘deeply concerned’ about North Korean COVID outbreak,,2022-05-18 08:54:08.063993,bookmark_border,news.google.com/./articles/CAIiEO7dagVJ8pbmJQpe-4NRpo0qGQgEKhAIACoHCAow6-PzCjD7sNQCMIbmlgY?uo=CAUiXGh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvd29ybGQvd2hvLWlzLWRlZXBseS1jb25jZXJuZWQtYWJvdXQtbm9ydGgta29yZWFuLWNvdmlkLW91dGJyZWFr0gEA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/S6QCraHmbIKFvjpw4VUktO0H4U2vHERAPIcZSvSrf7ecMaodY_8kycdyeOJfvPuddCF7rDmxKtTIyrhUDqe8qdK9FSIbpQaVMTZLG3OhHtjdlYe5teYBYun8JvMFNyn5eNMnTC3I1Jv8HTpicrHIu_g30pCkNtUs9U94jT4L5RHSDgOQwOVo6hU4jAUQebFCeytg0vBZU6bGrkQGTiGztbXKixwY543Fx5y47PChSDM=s0-w100-h100-dcBVGItiBpgyoC
11 hours ago,"Illinois Coronavirus Updates: ‘High' COVID Alert Level Expected, Masking Guidance",,2022-05-18 11:54:08.063993,bookmark_border,news.google.com/./articles/CBMifGh0dHBzOi8vd3d3Lm5iY2NoaWNhZ28uY29tL25ld3MvbG9jYWwvaWxsaW5vaXMtY29yb25hdmlydXMtdXBkYXRlcy1oaWdoLWNvdmlkLWFsZXJ0LWxldmVsLWV4cGVjdGVkLW1hc2tpbmctZ3VpZGFuY2UvMjgzNTc1Ny_SAYABaHR0cHM6Ly93d3cubmJjY2hpY2Fnby5jb20vbmV3cy9sb2NhbC9pbGxpbm9pcy1jb3JvbmF2aXJ1cy11cGRhdGVzLWhpZ2gtY292aWQtYWxlcnQtbGV2ZWwtZXhwZWN0ZWQtbWFza2luZy1ndWlkYW5jZS8yODM1NzU3Lz9hbXA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/p-WboXG__dZudOqWQ0f58cz55AYrbvYDO1i0UcZKxKwYudNmZbO9k5U-RN2VL-_7ssaALtg0KpB-vq_qNK4ObV4SxsS7AMWb54F05sWIZxSUsEyoMbToHJnSf47ZhAJ2KQxQovhiBKecolhuE0kKgg3LR_mFfphZ=s0-w100-h100-dcrRSIj6UD
17 hours ago,"Covid-19 wastewater surveillance is promising tool, but critical challenges remain",,2022-05-18 05:54:08.063993,bookmark_border,news.google.com/./articles/CAIiECLPQmOSjKvGmrN41RxEnCwqGQgEKhAIACoHCAowocv1CjCSptoCMLrUpgU?uo=CAUiVWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wNS8xOC9oZWFsdGgvY292aWQtd2FzdGV3YXRlci1kYXRhLW5vdC11bmRlcnN0b29kL2luZGV4Lmh0bWzSAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/I-MVm7Lm8b-x7MpTBP92Ivy-KeoVrj-AZuSRngU_mdRlpVogESZ8Z6YQoLf2N_qRqSnHKH6z65lqylKE0VPuEOajEZYLrwKXjvrHXMvubnbfx8ikP6kIfCNPEgFmCYlsgLwijlAss4fDBr4Rk7K-VUcF4TIA79fox7VJUGk2d7Ya4sTQ5AacGC1grVTAfrkMBBIu8EKCWwzR7pTsFPuCDnLz9t1s4WVwoyD3uz2vRQedw5EF09sALQ-oZPuO5xgHzuq3r5R5HiBK4LI=s0-w100-h100-dcLSWKzhUK
6 hours ago,"CDC elevates Summit County, Utah to medium risk for COVID-19",,2022-05-18 16:54:08.064994,bookmark_border,news.google.com/./articles/CAIiEP4xGEPRwnwNkf5fkTzcHX0qGQgEKhAIACoHCAow4P_3CjD_3tgCMMiK7QU?uo=CAUifWh0dHBzOi8vd3d3LmRlc2VyZXQuY29tL3V0YWgvMjAyMi81LzE4LzIzMTI0MTEzL2NkYy1lbGV2YXRlcy1zdW1taXQtY291bnR5LXV0YWgtbWVkaXVtLXJpc2stY292aWQtaW5mZWN0aW9ucy1ob3NwaXRhbGl6YXRpb25z0gEA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/fnIo-Xt_feooeCGjtyTFpm13DJaETCSbcElYXMhc3hNSs-mDtBl1NJ7BGA6s4mjRuo6FM8-5KzZo3UpZ4_QLw_c21RH63u7WrhzsTlsGjwBTPIyugTcGHbG0xSlRwP2XQnlLiBCOprHMrg9l84rLj8wEuAvyaYbY1U4gu9XdSqt9aODdRIKuHxkl91mXDeo3RD88Ilc4XtspZRzYN7RoKJg8j8HgQzAy0RRcD75_r9nerIhtUHQj4sx_uQkA7fRUNQ9lKgEiwHwsRYL8M89e6XjEkZ7AfO54YJCGlGuweAGkUCcd-I5gB5vCKBe2O_T9Ua5QBzxBvsk1dDnxHgzA2-D2L8w-aQ64Qezlhn6Gq_uyIw4tzD_XGDf3pP-s2WXVH7tblqzgVLLf3HOj3eYVlJz5cTSqoHh4OBCuZjONVM7lf4nYJ2QLEi5ItpfycfkrIfphwpVADPeevQ3KfpaUfJUH8slPgtp4_iwoBF2shn4h7slo1ScBsY6lNVr4a9kf-RUY=s0-w100-h100-dcmcCGEUkE
13 hours ago,OHSU coronavirus (COVID-19) response,,2022-05-18 09:54:08.064994,bookmark_border,news.google.com/./articles/CBMiTGh0dHBzOi8vbmV3cy5vaHN1LmVkdS8yMDIyLzA1LzE4L3ByZXBhcmluZy1mb3ItdGhlLW5vdmVsLWNvcm9uYXZpcnVzLWF0LW9oc3XSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/z9rcVumN7zC8YzELtomJpwItEHE0axLLwhh9dgdFb372x3mlKLUoQOs1r6queTf0MpQ42mVkz7scJ4YoVY464OqGbKEX61tAA_S3I2z2Lf-t5F5suleQFoPw9pjt9vPudrWqjZQbtJ4tX9UCyA=s0-w100-h100-dcgWGKKrHkue0B
10 hours ago,"Long Covid symptoms in older Americans are often difficult to recognize, experts say",,2022-05-18 12:54:08.064994,bookmark_border,news.google.com/./articles/CAIiEI0nqxbNgE06tQGdoaI9--QqGQgEKhAIACoHCAowocv1CjCSptoCMLrUpgU?uo=CAUiT2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wNS8xOC9oZWFsdGgvbG9uZy1jb3ZpZC1vbGRlci1hbWVyaWNhbnMta2huL2luZGV4Lmh0bWzSAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/tHI8opk1p3RnFqvXOajyxCf9t-6_3SLdDUCPHxnnAQdH7Lcp0Ej7zkmHLiiRItcpsp84OKzjKPDEnrYt5moXUePFvCI_zzc_RavL6L3n5SA-EVytimQdAs89sTi6Ws5AD0poonR4e2jzFurOUmDODbessgEovioWa6R3ZwuUMIekNSe9gjdP2xUr4XN_FyuZWmn8D20vWa0poNldEKkpwSeUtshcUWbQINiRa13ERZhdFGy5xlkQOKZDoIrVA1VCAEzz2zoMqJkcEIgM_ygB=s0-w100-h100-dcAQCKFZQn0CH7SlQ
8 hours ago,Los Angeles Daily Covid Cases Top High Point Of 2021 Summer Surge As Hospitalizations Begin To Meaningfully Rise,,2022-05-18 14:54:08.065993,bookmark_border,news.google.com/./articles/CAIiEN0T1GGPl8ey_SjjuFYwIcsqFggEKg0IACoGCAowoPUEMKAjMP-s7wY?uo=CAUiUmh0dHBzOi8vZGVhZGxpbmUuY29tLzIwMjIvMDUvbG9zLWFuZ2VsZXMtY292aWQtYWJvdmUtMjAyMS1zdW1tZXItc3VyZ2UtMTIzNTAyNzU0MC_SAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/QfaUcH788LJOJDUNt18-wsrcqXwsHcNjOCHUIrJ6Breo341m7nmBI5DkHIicDS6RcvJ4BT3O70EnLN9wjU-Exs5V0pr5xXyPJYx5seyeU0pmpEGmZ8cgkWE62tUdykWr7Qr-m2ISTnzz9pI=s0-w100-h100-dcAZGQ1UQF
4 hours ago,NJ faces more litigation over COVID deaths at veterans homes,,2022-05-18 18:54:08.065993,bookmark_border,news.google.com/./articles/CAIiELbUi77E0tqt7t8Hc5jLv8EqGQgEKhAIACoHCAowlv7_CjCJqIsDMIb-4gU?uo=CAUic2h0dHBzOi8vd3d3Lm5vcnRoamVyc2V5LmNvbS9zdG9yeS9uZXdzL2Nvcm9uYXZpcnVzLzIwMjIvMDUvMTgvdXMtY292aWQtZGVhdGhzLW5qLWxhd3N1aXQtdmV0ZXJhbnMtaG9tZXMvOTgyODA1MjAwMi_SAQA&hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/PCZWb2evfXsqsFZ1Aj9D7cOgvRwbLIIbOf-DxclVaxgvUjPqLafQ_rYS_ram9p4gytmcQlBKxnoYKi9jm4mZvrXoty4XvGkQgALuzzD19602t47hi5fT8WuWgdjlYqmSdwTEv3XlkLJ4p_URMwSBmLYI066evN37DQJcdVHlglheiUoMSVWk_8BcGJolXT1CdsOzLl3Lo81BBdD0oYK2VtbsR_7UKduB18uiqwricSFFfp5k0sJ_PpKY78oeHj27AwcpDdSCIz_xSWtDl86U-heUWuTAyDGNhPXU7F-QS8-c42Hi=s0-w100-h100-dcATGQ8hxpsaUC
9 hours ago,Americas: Rising COVID-19 caseload should be a 'wake-up call',,2022-05-18 13:54:08.065993,bookmark_border,news.google.com/./articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvZW4vc3RvcnkvMjAyMi8wNS8xMTE4NTcy0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/GCMdq2xSoQGbWKv1hhf33PJcZyJFp7YdrnhbXlvU9pcffd6MdFu4fmjJUNdyVwsvE3BR9re5vG5gEjfS423VbTnTRrrq23wIy-ZjkQ7bd1lsY092mMgQUhJR5DofJFDVCkqkiVMapvuYJjet1L7fYuTMXWjEh948sJmbs7UlCC54hEsHUzDuHQMJMJzILGnW9pUZ_OTr6FoKvLsJWLo0j3nhSvvBwGpwYkvCU9eYG2j6iDF6e0zidC3cDUjr9En5pFlBPaplrCaWyE9r0p_D5nfS=s0-w100-h100-dcIVaIC6YH
Yesterday,COVID Cases Are Surging In Montgomery County Schools,,,bookmark_border,news.google.com/./articles/CBMiR2h0dHBzOi8vZGNpc3QuY29tL3N0b3J5LzIyLzA1LzE4L21vbnRnb21lcnktY291bnR5LXNjaG9vbHMtY292aWQtc3Bpa2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/DckB6DIvvvrRG5RkU-qSGRS-Sd1jQADAXHWc0koDJ0Bt_OM5Sk5xH-8sHQAPhG2Hqyz0q8oCWru9fcCW07_f_6hh3oLAXZ0C9twkXpzn_RsJnpU7yH_6SXumZmo=s0-w100-h100-dcDUAC
12 hours ago,Should your child get the COVID-19 booster? Central Texas experts weigh in,,2022-05-18 10:54:08.066993,bookmark_border,news.google.com/./articles/CBMigwFodHRwczovL3d3dy5zdGF0ZXNtYW4uY29tL3N0b3J5L25ld3MvaGVhbHRoY2FyZS8yMDIyLzA1LzE4L2RvZXMteW91ci1raWQtbmVlZC1jb3ZpZC1ib29zdGVyLWNlbnRyYWwtdGV4YXMtZXhwZXJ0cy13ZWlnaC85ODEyNjgzMDAyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/U9kZP022m48oLHfOCgS1CxnIz4R8EmbIuia-59fr1stKUMF8C5HpHQVtG9J9FMSkrsBQGtGLDDPweMF5C5ly-ky3NtkMG2QIawmiTKXPhuJj88b_yLnLThFtabHtj90nu23lhszol_zKgRJ4IYaoTqXbznusIjBJ5CQRTdcQaArgS-Q4di8oH6Q1YpOB49hrl-1mCF9cbNVJd_R8DIARBpVhl6TKazhD7N5udET4rDbbw0ye0JZ5g7y9GnzF4r0YnuiuHtq1QA5a=s0-w100-h100-dcARCIrKUG
12 hours ago,"Health experts urge Gov. Baker, MBTA, & schools to bring back COVID precautions as cases rise",,2022-05-18 10:54:08.066993,bookmark_border,news.google.com/./articles/CBMikQFodHRwczovL3d3dy5ib3N0b24uY29tL25ld3MvY29yb25hdmlydXMvMjAyMi8wNS8xOC9oZWFsdGgtZXhwZXJ0cy11cmdlLWdvdi1jaGFybGllLWJha2VyLW1idGEtZGVzZS10by1icmluZy1iYWNrLWNvdmlkLXByZWNhdXRpb25zLWFzLWNhc2VzLXJpc2Uv0gGXAWh0dHBzOi8vd3d3LmJvc3Rvbi5jb20vbmV3cy9jb3JvbmF2aXJ1cy8yMDIyLzA1LzE4L2hlYWx0aC1leHBlcnRzLXVyZ2UtZ292LWNoYXJsaWUtYmFrZXItbWJ0YS1kZXNlLXRvLWJyaW5nLWJhY2stY292aWQtcHJlY2F1dGlvbnMtYXMtY2FzZXMtcmlzZS8_YW1wPTE?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/JxiV7J0WKdYzhKK49yanYE2OCu1INL4E7XwErQpGL1i79hmMjWcxKXr4P5tEBhopNQpck6qvyFD314egbXJl03VHH3YLVNS_xytSINp7lSe27XBg_HhD8dpiG6c_1s3pgx4Jc8nwS-darF3AR1GAWWmDHD4bdgJgXj_DcHHR560JkA=s0-w100-h100-dcAXCSMrUG
